,IE0005042456,IE000BI0GCN3,IE000T9EOCL3,IE00B0M62X26,IE00B14X4Q57,IE00B1XNHC34,IE00B3FH7618,IE00B3ZW0K18,IE00B52MJY50,IE00B52VJ196,IE00B5M4WH52,IE00B66F4759,IE00B9M6RS56,IE00BD8PGZ49,IE00BDFK1573,IE00BDZVH966,IE00BFNM3G45,IE00BGPP6697,IE00BH4G7D40,IE00BHZPJ015,IE00BHZPJ239,IE00BHZPJ452,IE00BHZPJ783,IE00BHZPJ908,IE00BLDGH553,IE00BMDFDY08,IE00BMG6Z448,IE00BYYHSM20,IE00BYZTVT56,IE00BZ173V67,IE00BZ1NCS44
66,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715,4.729008372624715
67,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736,4.725058380762736
68,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539,4.722366714477539
69,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423,4.719908380508423
70,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968,4.717475048700968
71,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922,4.71395837465922
72,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366,4.712258370717366
73,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113,4.708166694641113
74,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125,4.7047500292460125
75,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291,4.700541702906291
76,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917,4.698341703414917
77,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957,4.692208369572957
78,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225,4.687733364105225
79,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446,4.6846666971842446
80,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174,4.680216693878174
81,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856,4.677175029118856
82,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891,4.676275030771891
83,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416,4.677791690826416
84,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017,4.680766693751017
85,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188,4.683266687393188
86,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567,4.686483351389567
87,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713,4.691033347447713
88,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851,4.69445834159851
89,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989,4.698849995930989
90,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636,4.702958329518636
91,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218,4.708116674423218
92,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542,4.713533353805542
93,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436,4.719358348846436
94,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778,4.724358336130778
95,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555,4.7288999875386555
96,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348,4.733258326848348
97,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545,4.7372499942779545
98,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581,4.741299994786581
99,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983,4.746474981307983
100,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004,4.749658314387004
101,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545,4.7528749942779545
102,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535,4.755791664123535
103,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555,4.7589749972025555
104,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399,4.759524997075399
105,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708,4.76049165725708
106,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792,4.762666654586792
