,IE0005042456,IE000BI0GCN3,IE000T9EOCL3,IE00B0M62X26,IE00B14X4Q57,IE00B1XNHC34,IE00B3FH7618,IE00B3ZW0K18,IE00B52MJY50,IE00B52VJ196,IE00B5M4WH52,IE00B66F4759,IE00B9M6RS56,IE00BD8PGZ49,IE00BDFK1573,IE00BDZVH966,IE00BFNM3G45,IE00BGPP6697,IE00BH4G7D40,IE00BHZPJ015,IE00BHZPJ239,IE00BHZPJ452,IE00BHZPJ783,IE00BHZPJ908,IE00BLDGH553,IE00BMDFDY08,IE00BMG6Z448,IE00BYYHSM20,IE00BYZTVT56,IE00BZ173V67,IE00BZ1NCS44
1001,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765,7.217366631825765
1002,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724,7.211883290608724
1003,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335,7.195016622543335
1004,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952,7.172033294041952
1005,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897,7.150116634368897
1006,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639,7.134749968846639
1007,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078,7.12041662534078
1008,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248,7.107149950663248
1009,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208,7.094533284505208
1010,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078,7.085899957021078
1011,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119,7.078883298238119
1012,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321,7.06776663462321
1013,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073,7.058999967575073
1014,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736,7.048766644795736
1015,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903,7.035983324050903
1016,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565,7.026633326212565
1017,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323,7.019683329264323
1018,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707,7.015900007883707
1019,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684,7.01115001042684
1020,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213,6.999966684977213
1021,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093,6.992483361562093
1022,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951,6.989833354949951
1023,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122,6.986083348592122
1024,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486,6.980000019073486
1025,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339,6.970083347956339
1026,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622,6.964650011062622
1027,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668,6.958650016784668
1028,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117,6.953816684087117
1029,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288,6.950066677729288
1030,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815,6.949816687901815
1031,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957,6.952466694513957
1032,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759,6.952900028228759
1033,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729,6.967316691080729
1034,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125,6.9860000292460125
1035,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886,7.004266691207886
1036,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765,7.016416692733765
1037,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118,7.027933359146118
1038,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699,7.043350028991699
1039,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593,7.058550024032593
1040,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289,7.067933352788289
1041,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391,7.07273333867391
1042,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314,7.073016675313314
1043,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899,7.070700009663899
1044,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345,7.064850012461345
1045,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526,7.068500010172526
1046,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778,7.071233336130778
1047,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465,7.0740333239237465
1048,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857,7.07853331565857
1049,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666,7.080049991607666
1050,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827,7.087649981180827
1051,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584,7.099449984232584
1052,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221,7.110899988810221
1053,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506,7.122450002034506
1054,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615,7.1301000118255615
